City;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Value;Churn Score;CLTV;Churn Reason
Sacramento;Female;No;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,15;353,65;No;0;48;4650;
Sacramento;Female;No;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);94,45;5073,1;No;0;55;5577;
Sacramento;Female;No;No;No;58;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);79,8;4526,85;No;0;78;5709;
Sacramento;Male;Yes;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;74,05;678,45;No;0;51;2003;
Sacramento;Male;No;No;No;26;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);49,15;1237,3;No;0;54;2752;
Sacramento;Female;No;No;No;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,4;1023,95;No;0;41;6233;
Sacramento;Female;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);113,65;8182,75;No;0;38;5411;
Sacramento;Female;No;No;Yes;43;Yes;No;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);106;4532,3;No;0;76;3528;
Sacramento;Male;No;No;No;56;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);25,95;1444,05;No;0;40;4246;
Sacramento;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,1;19,1;No;0;26;3313;
Sacramento;Male;No;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);100,55;7325,1;No;0;54;6082;
Sacramento;Male;No;Yes;No;36;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,4;3474,2;No;0;44;5111;
Sacramento;Male;No;No;No;5;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);75,15;392,65;No;0;68;5900;
Sacramento;Female;Yes;No;No;44;Yes;No;Fiber optic;No;Yes;Yes;No;No;Yes;One year;No;Credit card (automatic);89,15;3990,75;No;0;27;4368;
Sacramento;Female;Yes;Yes;Yes;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;107,9;7475,85;No;0;53;5899;
Sacramento;Male;No;No;No;44;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19,5;835,5;No;0;35;4220;
Sacramento;Female;No;Yes;No;69;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);24,95;1718,35;No;0;45;4106;
Sacramento;Male;Yes;Yes;Yes;68;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,5;1193,55;No;0;51;5443;
Sacramento;Male;No;No;No;16;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);69,95;1205,5;No;0;54;5596;
Antelope;Male;No;Yes;Yes;68;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);82,85;5776,45;No;0;42;5184;
Sacramento;Male;No;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19;78,9;No;0;55;3022;
Marysville;Female;No;Yes;Yes;26;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Month-to-month;No;Credit card (automatic);38,85;1025,15;No;0;43;3970;
Alleghany;Male;No;No;Yes;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,35;122;No;0;60;3161;
Arbuckle;Male;No;Yes;No;70;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;No;One year;Yes;Bank transfer (automatic);95;6602,9;No;0;65;6259;
Bangor;Male;No;Yes;No;24;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);74,4;1712,9;No;0;68;4310;
Berry Creek;Female;Yes;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);78,45;5682,25;No;0;71;4032;
Biggs;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;74,3;74,3;No;0;64;3063;
Browns Valley;Male;No;Yes;No;70;No;No phone service;DSL;No;Yes;Yes;Yes;No;Yes;One year;Yes;Bank transfer (automatic);51,05;3635,15;No;0;69;4042;
Brownsville;Female;No;Yes;Yes;36;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);19,2;702,9;No;0;79;3043;
Canyon Dam;Female;No;Yes;Yes;41;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);109,1;4454,25;No;0;77;4854;
Chico;Male;No;No;No;14;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;76,45;1117,55;No;0;52;2292;
Crescent Mills;Male;No;Yes;Yes;13;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;72,8;930,05;No;0;46;2862;
Dobbins;Male;No;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;18,95;110,15;No;0;68;5920;
Durham;Female;No;Yes;No;15;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;101,75;1669,4;No;0;50;2919;
Elk Creek;Female;No;No;No;47;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Credit card (automatic);75,45;3545,1;No;0;66;4995;
Forbestown;Female;No;No;No;8;Yes;No;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;No;Mailed check;64,1;504,05;No;0;25;2804;
Forest Ranch;Male;No;No;No;17;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;25,65;440,2;No;0;24;3090;
Glenn;Male;No;Yes;Yes;15;Yes;No;Fiber optic;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;75,1;1151,55;No;0;60;4634;
Goodyears Bar;Female;No;No;No;26;Yes;No;Fiber optic;Yes;No;Yes;Yes;No;Yes;One year;Yes;Bank transfer (automatic);95,85;2475,35;No;0;42;3834;
Grass Valley;Female;No;No;No;23;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;54,4;1249,25;No;0;22;2989;
Penn Valley;Female;Yes;No;No;4;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;72,75;317,75;No;0;50;4503;
Greenville;Male;No;No;Yes;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,85;535,05;No;0;26;2941;
Gridley;Female;No;No;No;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,05;461,3;No;0;65;2692;
Hamilton City;Male;Yes;No;No;3;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,85;335,75;No;0;40;4496;
Live Oak;Female;No;Yes;Yes;69;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);46,25;3121,4;No;0;33;4180;
Magalia;Male;No;No;No;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,35;324,8;No;0;39;2400;
Maxwell;Male;No;No;No;19;Yes;Yes;DSL;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;69,6;1394,55;No;0;77;3349;
Meadow Valley;Male;Yes;No;No;39;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;90,7;3413,25;No;0;39;5028;
Meridian;Male;No;No;No;31;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;101,4;3143,65;No;0;72;2025;
Nevada City;Male;No;Yes;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,25;439,75;No;0;58;3000;
North San Juan;Male;No;Yes;No;14;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);48,8;664,4;No;0;77;2168;
Olivehurst;Female;No;Yes;No;64;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;74,35;4759,55;No;0;80;4781;
Oregon House;Female;No;No;No;50;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;19,35;1033;No;0;39;5247;
Orland;Male;No;Yes;Yes;52;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;One year;Yes;Electronic check;68,75;3482,85;No;0;51;4172;
Oroville;Male;No;No;No;28;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;One year;No;Electronic check;100,2;2688,45;No;0;79;5137;
Oroville;Female;No;No;No;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);20,85;435,25;No;0;35;5422;
Paradise;Female;No;Yes;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,35;307;No;0;77;2185;
Princeton;Male;No;Yes;No;58;No;No phone service;DSL;No;No;No;No;Yes;Yes;One year;Yes;Credit card (automatic);45;2689,35;No;0;55;5006;
Chico;Female;No;Yes;No;51;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25,5;1281,25;No;0;43;5447;
Richvale;Male;No;Yes;Yes;72;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;No;Two year;No;Mailed check;48,9;3527;No;0;47;5415;
Smartville;Female;No;No;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,6;561,15;No;0;21;2896;
Stirling City;Female;No;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20;63,6;No;0;65;4258;
Stonyford;Female;No;Yes;No;64;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;81,3;5129,3;No;0;74;5254;
Strawberry Valley;Female;No;Yes;No;45;Yes;No;Fiber optic;No;No;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);95,2;4285,8;No;0;27;3363;
Taylorsville;Female;No;Yes;No;71;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);83,3;5894,5;No;0;24;4264;
Washington;Female;No;Yes;Yes;58;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20,3;1160,75;No;0;66;4424;
Williams;Male;No;Yes;Yes;34;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;89,85;3091,75;No;0;45;3096;
Yuba City;Female;No;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,8;272,95;No;0;34;4167;
Yuba City;Male;No;Yes;Yes;66;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);54,65;3632;No;0;42;4051;
Redding;Male;Yes;No;No;12;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);29,35;381,2;No;0;27;3606;
Redding;Male;No;No;No;58;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);19,15;1035,5;No;0;25;6339;
Redding;Female;No;Yes;Yes;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,1;52;No;0;30;3863;
Anderson;Female;No;No;No;9;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;80,55;653,9;No;0;26;3581;
Bella Vista;Female;No;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,25;71,2;No;0;31;4331;
Big Bar;Male;No;Yes;No;40;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);106;4178,65;No;0;77;5118;
Big Bend;Female;No;No;No;68;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);25,5;1821,8;No;0;37;5182;
Callahan;Female;No;No;No;50;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Mailed check;79,6;4024,2;No;0;39;5592;
Canby;Male;No;No;No;1;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;55,25;55,25;No;0;49;3255;
Cassel;Female;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);88,05;6520,8;No;0;42;6247;
Castella;Male;No;No;Yes;40;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);20,4;854,9;No;0;59;3200;
Shasta Lake;Female;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);117,6;8308,9;No;0;54;6173;
Chester;Female;No;No;No;6;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20;109,2;No;0;53;3142;
Corning;Female;No;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);19,65;92,05;No;0;42;2878;
Cottonwood;Male;No;Yes;No;48;Yes;Yes;DSL;No;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);70,55;3420,5;No;0;39;3997;
Douglas City;Female;No;Yes;Yes;64;Yes;No;DSL;Yes;No;No;Yes;Yes;No;One year;No;Mailed check;65,8;4068;No;0;57;4754;
Dunsmuir;Female;No;No;No;17;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20,05;337,9;No;0;70;4828;
Etna;Male;No;Yes;No;40;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;80;3168,75;No;0;31;2478;
Fall River Mills;Female;No;Yes;Yes;41;No;No phone service;DSL;Yes;No;Yes;No;No;No;One year;No;Credit card (automatic);35,4;1412,4;No;0;43;4375;
Flournoy;Male;Yes;No;No;51;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;One year;Yes;Bank transfer (automatic);79,6;3974,7;No;0;59;4673;
Forks Of Salmon;Male;No;Yes;No;41;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;80,25;3439;No;0;49;5757;
French Gulch;Female;No;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;20,45;42,45;No;0;56;2606;
Gazelle;Male;No;No;No;68;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Credit card (automatic);79,6;5461,45;No;0;20;5210;
Gerber;Female;No;Yes;Yes;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;24,7;571,75;No;0;56;5302;
Greenview;Male;No;Yes;No;70;Yes;Yes;DSL;Yes;No;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);77,3;5498,2;No;0;23;6252;
Grenada;Male;No;No;No;3;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Electronic check;29,75;96,85;No;0;55;3425;
Happy Camp;Male;No;No;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);44,9;111,05;No;0;26;4370;
Hat Creek;Male;No;Yes;No;3;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);29,8;94,4;No;0;32;5614;
Hornbrook;Female;No;No;No;13;Yes;No;DSL;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;71,95;923,85;No;0;67;3605;
Hyampom;Male;No;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,75;141,1;No;0;46;4476;
Igo;Male;No;Yes;Yes;12;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;56,3;628,65;No;0;56;2047;
Junction City;Male;No;Yes;Yes;53;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;105,25;5576,3;No;0;56;6365;
Lakehead;Male;No;Yes;Yes;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,55;1245,6;No;0;36;6002;
Lewiston;Female;No;No;No;15;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;No;Mailed check;84,45;1287,85;No;0;46;4653;
Lookout;Male;No;Yes;Yes;36;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;No;Mailed check;53,65;1939,35;No;0;37;4113;
Los Molinos;Male;Yes;Yes;No;4;No;No phone service;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;29,9;118,25;No;0;46;2914;
Mcarthur;Female;No;Yes;Yes;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,7;452,55;No;0;42;4642;
Mccloud;Female;No;No;No;61;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;One year;No;Credit card (automatic);43,7;2696,55;No;0;50;4051;
Macdoel;Male;No;No;No;16;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;55,3;875,35;No;0;25;3771;
Manton;Male;No;Yes;Yes;65;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);19,85;1267,05;No;0;52;6009;
Mill Creek;Female;No;Yes;Yes;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);19,65;494,9;No;0;37;4184;
Millville;Male;No;No;No;16;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;49,45;799;No;0;49;3446;
Montgomery Creek;Male;No;No;Yes;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,45;106,9;No;0;75;3353;
Mount Shasta;Female;No;No;No;19;No;No phone service;DSL;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;39,7;710,05;No;0;65;4034;
Nubieber;Male;No;No;No;10;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);54,5;568,2;No;0;59;4163;
Palo Cedro;Female;No;No;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);111,6;8012,75;No;0;59;5425;
Paynes Creek;Female;No;Yes;Yes;10;Yes;No;DSL;No;Yes;Yes;No;No;No;Month-to-month;Yes;Mailed check;55,55;551,3;No;0;41;2530;
Platina;Male;No;Yes;No;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;20,55;184,95;No;0;23;3971;
Round Mountain;Male;No;Yes;Yes;17;Yes;Yes;DSL;Yes;No;No;Yes;No;No;One year;Yes;Mailed check;62,1;1096,65;No;0;33;3937;
Scott Bar;Female;No;Yes;Yes;36;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);104,5;3684,95;No;0;49;4102;
Seiad Valley;Male;Yes;No;No;17;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;101,8;1752,45;No;0;53;3296;
Shasta;Female;Yes;Yes;Yes;66;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);110,6;7210,85;No;0;67;5418;
Shingletown;Male;No;Yes;Yes;61;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;One year;No;Bank transfer (automatic);84,9;5264,5;No;0;72;4413;
Tehama;Male;No;No;No;22;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;93,2;2157,3;No;0;26;4093;
Trinity Center;Male;No;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;24,4;24,4;No;0;66;3145;
Vina;Female;No;No;No;6;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);70,55;433,95;No;0;52;4059;
Weed;Female;No;Yes;Yes;68;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);85;5607,75;No;0;65;6221;
Yreka;Female;No;Yes;Yes;52;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;No;Month-to-month;No;Bank transfer (automatic);85,8;4433,3;No;0;22;5494;
Alturas;Female;No;No;Yes;10;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;91,1;964,35;No;0;50;3857;
Cedarville;Female;No;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,1;1460,85;No;0;30;4598;
